Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,19695.0,19814.0,19638.05078125,19677.94921875,19607.734375,25869
2022-01-04,19678.0,19947.80078125,19628.05078125,19889.05078125,19818.083984375,35034
2022-01-05,19874.0,20025.0,19829.099609375,19935.75,19864.615234375,32432
2022-01-06,19750.099609375,19935.75,19535.0,19647.55078125,19577.4453125,30709
2022-01-07,19650.5,19960.0,19587.05078125,19902.849609375,19831.83203125,48983
2022-01-10,19903.0,19968.900390625,19679.05078125,19708.0,19637.677734375,20617
2022-01-11,19550.0,19825.0,19550.0,19761.94921875,19691.435546875,31788
2022-01-12,19850.0,19850.0,19660.0,19707.099609375,19636.78125,23711
2022-01-13,19750.0,19750.0,19600.0,19714.400390625,19644.056640625,35383
2022-01-14,19714.400390625,19719.349609375,19270.0,19400.150390625,19330.927734375,37190
2022-01-17,19400.0,19515.0,19111.099609375,19333.19921875,19264.21484375,36403
2022-01-18,19282.0,19450.0,19188.0,19379.599609375,19310.44921875,36208
2022-01-19,19370.0,19444.94921875,18572.099609375,18937.0,18869.4296875,82383
2022-01-20,18800.0,19080.0,18605.05078125,18734.099609375,18667.25390625,79056
2022-01-21,18660.0,19062.25,18610.05078125,18974.25,18906.546875,55241
2022-01-24,18974.25,19040.0,18600.0,18717.75,18650.9609375,53437
2022-01-25,18573.150390625,18884.05078125,18312.94921875,18790.75,18723.701171875,57880
2022-01-27,18550.0,18790.0,18217.75,18385.44921875,18319.84765625,54259
2022-01-28,18400.0,18649.0,18328.25,18384.400390625,18318.80078125,37423
2022-01-31,18428.0,18639.900390625,18428.0,18521.55078125,18455.462890625,29761
2022-02-01,18600.0,18778.19921875,18421.0,18671.69921875,18605.076171875,26791
2022-02-02,18820.0,18850.0,18440.650390625,18500.650390625,18434.63671875,60416
2022-02-03,18420.0,18579.650390625,18261.099609375,18306.599609375,18241.279296875,34354
2022-02-04,18400.0,18400.0,18202.80078125,18331.650390625,18266.240234375,44924
2022-02-07,18331.650390625,18420.0,17911.0,18072.75,18008.263671875,48469
2022-02-08,18205.0,18214.25,17990.0,18087.150390625,18022.61328125,39385
2022-02-09,18090.0,18237.150390625,18021.44921875,18135.05078125,18070.341796875,48243
2022-02-10,18101.0,18212.900390625,18010.0,18139.849609375,18075.123046875,50422
2022-02-11,18135.0,18135.0,17620.0,17815.19921875,17751.630859375,95980
2022-02-14,17716.0,17800.25,17429.80078125,17670.25,17607.19921875,42917
2022-02-15,17670.25,18323.25,17571.44921875,18187.099609375,18122.205078125,50170
2022-02-16,18167.0,18397.400390625,18033.5,18223.80078125,18158.775390625,40410
2022-02-17,18400.0,18400.0,17960.150390625,18126.0,18061.32421875,113840
2022-02-18,17988.0,18232.400390625,17811.099609375,18009.30078125,17945.041015625,96328
2022-02-21,17977.0,18160.0,17825.0,18106.099609375,18041.494140625,37036
2022-02-22,17985.0,18193.349609375,17739.650390625,18111.0,18046.376953125,63087
2022-02-23,18111.0,18209.55078125,17835.0,17926.650390625,17862.685546875,59248
2022-02-24,17730.0,17968.69921875,17560.0,17744.75,17681.43359375,112105
2022-02-25,17800.0,17894.94921875,17600.0,17715.099609375,17651.888671875,80989
2022-02-28,17700.0,17769.30078125,17330.0,17639.150390625,17576.2109375,157873
