Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,218.0500030517578,219.85000610351562,217.0500030517578,219.10000610351562,214.15151977539062,7765495
2022-01-04,219.5,221.6999969482422,219.0500030517578,220.25,215.27554321289062,9050253
2022-01-05,219.64999389648438,221.5,218.64999389648438,220.5500030517578,215.5687713623047,11230588
2022-01-06,219.0,220.39999389648438,218.1999969482422,218.6999969482422,213.7605438232422,8950589
2022-01-07,219.8000030517578,220.64999389648438,217.5,218.39999389648438,213.46731567382812,8855041
2022-01-10,219.89999389648438,224.6999969482422,218.89999389648438,223.3000030517578,218.25665283203125,15841299
2022-01-11,223.35000610351562,224.25,221.1999969482422,221.9499969482422,216.93714904785156,8020695
2022-01-12,222.5,223.64999389648438,221.60000610351562,222.75,217.7190704345703,13158894
2022-01-13,223.89999389648438,225.8000030517578,222.75,223.9499969482422,218.8919677734375,11501088
2022-01-14,223.9499969482422,224.8000030517578,222.3000030517578,222.60000610351562,217.5724639892578,10569725
2022-01-17,222.60000610351562,225.60000610351562,221.35000610351562,224.60000610351562,219.5272979736328,12318313
2022-01-18,224.60000610351562,227.3000030517578,220.3000030517578,220.75,215.76425170898438,14394097
2022-01-19,220.75,222.39999389648438,218.6999969482422,220.35000610351562,215.373291015625,11473796
2022-01-20,220.5500030517578,222.14999389648438,218.0,218.75,213.80941772460938,17329896
2022-01-21,218.5,220.5,216.0,217.0500030517578,212.14781188964844,16586264
2022-01-24,217.0500030517578,217.75,210.89999389648438,211.8000030517578,207.01638793945312,17354942
2022-01-25,212.0,214.6999969482422,209.5500030517578,214.3000030517578,209.45993041992188,18322935
2022-01-27,211.25,215.5,211.10000610351562,214.60000610351562,209.75315856933594,23149684
2022-01-28,215.10000610351562,219.25,215.10000610351562,217.60000610351562,212.68539428710938,15276991
2022-01-31,218.5,220.75,217.10000610351562,220.1999969482422,215.22666931152344,15039006
2022-02-01,221.0,228.8000030517578,219.14999389648438,227.75,222.6061553955078,43207074
2022-02-02,230.0,233.3000030517578,229.0,232.14999389648438,226.90676879882812,41130638
2022-02-03,232.14999389648438,235.1999969482422,231.8000030517578,234.4499969482422,229.1548309326172,27845963
2022-02-04,237.25,238.5,231.5500030517578,234.3000030517578,229.0082244873047,56705951
2022-02-07,234.0,234.75,228.5,230.1999969482422,225.0008087158203,24171083
2022-02-08,230.3000030517578,232.3000030517578,229.0500030517578,231.25,226.027099609375,16201280
2022-02-09,232.3000030517578,233.0,228.75,230.14999389648438,224.95193481445312,11893807
2022-02-10,228.6999969482422,233.39999389648438,227.75,232.25,227.0045166015625,19563580
2022-02-11,232.0,233.3000030517578,229.8000030517578,232.4499969482422,227.1999969482422,18096561
2022-02-14,226.0,226.0,218.5,219.4499969482422,219.4499969482422,22745228
2022-02-15,221.0,223.5,218.5500030517578,223.0,223.0,12875311
2022-02-16,223.8000030517578,224.6999969482422,221.85000610351562,222.75,222.75,11231596
2022-02-17,223.0500030517578,224.35000610351562,220.85000610351562,222.64999389648438,222.64999389648438,14024149
2022-02-18,222.64999389648438,223.4499969482422,221.5,221.89999389648438,221.89999389648438,8670947
2022-02-21,220.3000030517578,221.3000030517578,217.14999389648438,218.0,218.0,16129017
2022-02-22,215.0,216.89999389648438,213.0,214.85000610351562,214.85000610351562,25749340
2022-02-23,216.8000030517578,217.5,215.0500030517578,215.9499969482422,215.9499969482422,11014283
2022-02-24,210.0,213.3000030517578,207.0,208.5,208.5,41341523
2022-02-25,211.5,216.5,210.5500030517578,213.9499969482422,213.9499969482422,23633656
2022-02-28,213.1999969482422,216.4499969482422,210.8000030517578,215.85000610351562,215.85000610351562,20034633
