Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,845.0,860.0499877929688,840.9000244140625,848.9500122070312,842.303466796875,3726756
2022-01-04,852.5,854.0,832.4000244140625,837.7000122070312,831.1415405273438,3027262
2022-01-05,840.0,844.5499877929688,830.6500244140625,835.0999755859375,828.5618896484375,2436343
2022-01-06,837.7999877929688,844.9000244140625,822.0,829.5999755859375,823.1049194335938,2423850
2022-01-07,829.5999755859375,836.0,825.2000122070312,828.9500122070312,822.4600830078125,1475374
2022-01-10,832.0999755859375,835.0,817.5499877929688,826.7000122070312,820.2276611328125,4837873
2022-01-11,830.9000244140625,841.5,828.2999877929688,832.4000244140625,825.883056640625,4950526
2022-01-12,845.0,845.0,827.5,836.2000122070312,829.6533203125,3953446
2022-01-13,836.2000122070312,871.0,834.25,865.5,858.723876953125,7395140
2022-01-14,865.5,868.9000244140625,856.7999877929688,859.75,853.0189208984375,2351963
2022-01-17,859.75,863.4000244140625,850.5,853.2000122070312,846.5202026367188,1750754
2022-01-18,855.0,867.2000122070312,845.0,846.7000122070312,840.0711059570312,3354708
2022-01-19,848.0,848.0,834.0,838.5,831.935302734375,1677779
2022-01-20,839.2999877929688,842.75,815.6500244140625,820.0,813.5801391601562,2886894
2022-01-21,816.5,819.7000122070312,801.0999755859375,808.75,802.418212890625,3218477
2022-01-24,804.0,825.0,791.5999755859375,800.8499755859375,794.5800170898438,5300160
2022-01-25,791.0,811.7000122070312,784.7999877929688,808.0499877929688,801.7236328125,3779497
2022-01-27,802.0,817.4000244140625,791.2999877929688,812.0999755859375,805.741943359375,3593525
2022-01-28,816.0,842.9000244140625,812.0999755859375,827.3499755859375,820.87255859375,5073701
2022-01-31,830.0999755859375,849.75,820.0499877929688,834.5,827.9666137695312,8041517
2022-02-01,847.4000244140625,895.0,839.8499755859375,891.75,884.7683715820312,12337459
2022-02-02,890.0,898.4500122070312,882.0,890.6500244140625,883.677001953125,4404741
2022-02-03,889.3499755859375,891.2000122070312,880.4500122070312,883.5499877929688,876.632568359375,2292825
2022-02-04,882.9000244140625,902.8499755859375,881.3499755859375,893.9500122070312,886.951171875,4222492
2022-02-07,901.4500122070312,901.4500122070312,879.7000122070312,887.0499877929688,880.1051635742188,3494623
2022-02-08,886.0,895.9500122070312,882.0,894.0999755859375,887.0999755859375,4766558
2022-02-09,893.9000244140625,894.5499877929688,885.3499755859375,886.4500122070312,886.4500122070312,2874380
2022-02-10,891.4000244140625,896.25,880.0,894.2999877929688,894.2999877929688,3159839
2022-02-11,894.5999755859375,895.7999877929688,874.6500244140625,880.0999755859375,880.0999755859375,2682532
2022-02-14,870.0,886.6500244140625,862.2000122070312,864.8499755859375,864.8499755859375,5163415
2022-02-15,862.5,880.0,859.0499877929688,876.7999877929688,876.7999877929688,3219287
2022-02-16,876.0,881.1500244140625,867.0999755859375,868.8499755859375,868.8499755859375,2136415
2022-02-17,872.3499755859375,872.3499755859375,861.2999877929688,862.5499877929688,862.5499877929688,2275289
2022-02-18,862.5499877929688,867.9000244140625,856.4000244140625,862.9000244140625,862.9000244140625,1797851
2022-02-21,855.5,864.0,839.5,843.8499755859375,843.8499755859375,2305713
2022-02-22,836.0,849.0,824.5999755859375,845.7999877929688,845.7999877929688,3171552
2022-02-23,849.8499755859375,853.0,838.0499877929688,840.25,840.25,1979574
2022-02-24,830.5999755859375,836.9500122070312,815.0,818.25,818.25,3679222
2022-02-25,820.5,835.0,817.0499877929688,831.5499877929688,831.5499877929688,2098988
2022-02-28,821.0,847.0,821.0,843.9000244140625,843.9000244140625,4123139
