Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,947.0499877929688,947.9000244140625,925.7999877929688,930.5,930.5,2013140
2022-01-04,937.4500122070312,937.4500122070312,920.25,924.25,924.25,1238138
2022-01-05,926.5,931.7999877929688,919.0,928.5499877929688,928.5499877929688,1407995
2022-01-06,928.5499877929688,935.9500122070312,919.2999877929688,922.0,922.0,1384402
2022-01-07,926.4000244140625,926.6500244140625,913.3499755859375,914.75,914.75,1546099
2022-01-10,914.75,917.8499755859375,908.6500244140625,916.2000122070312,916.2000122070312,1637506
2022-01-11,917.5,921.75,913.0,915.9500122070312,915.9500122070312,1578147
2022-01-12,918.4000244140625,918.4000244140625,901.2000122070312,906.2000122070312,906.2000122070312,2090537
2022-01-13,912.0,929.1500244140625,908.7000122070312,924.0499877929688,924.0499877929688,2739659
2022-01-14,926.0499877929688,933.0,916.2999877929688,921.5,921.5,2321761
2022-01-17,915.5999755859375,920.2000122070312,909.0,910.2000122070312,910.2000122070312,1058857
2022-01-18,910.2000122070312,914.5999755859375,898.4500122070312,902.1500244140625,902.1500244140625,1830577
2022-01-19,900.0499877929688,901.5999755859375,885.0999755859375,895.6500244140625,895.6500244140625,1413292
2022-01-20,895.0,899.9000244140625,880.0499877929688,882.3499755859375,882.3499755859375,1614683
2022-01-21,880.0,880.0,860.0,867.4500122070312,867.4500122070312,1669132
2022-01-24,871.5,895.0,867.4500122070312,892.0999755859375,892.0999755859375,4992078
2022-01-25,891.4000244140625,909.0,881.0999755859375,905.6500244140625,905.6500244140625,2322693
2022-01-27,901.0,931.5,887.0,927.5999755859375,927.5999755859375,7859401
2022-01-28,926.5499877929688,942.0,917.4500122070312,932.25,932.25,2428175
2022-01-31,939.0,950.0,930.6500244140625,945.0,945.0,2008278
2022-02-01,948.0,959.0,938.7999877929688,946.4000244140625,946.4000244140625,2033319
2022-02-02,945.5,958.5,944.75,951.7999877929688,951.7999877929688,1735750
2022-02-03,953.0,957.0,944.5499877929688,952.75,952.75,1116446
2022-02-04,951.25,957.75,940.0,946.0999755859375,946.0999755859375,1428601
2022-02-07,946.2000122070312,947.0,927.0499877929688,933.2999877929688,933.2999877929688,949273
2022-02-08,933.2999877929688,951.0,931.0999755859375,948.0499877929688,948.0499877929688,1812035
2022-02-09,954.7999877929688,972.5,950.25,968.25,968.25,2513281
2022-02-10,969.0,977.3499755859375,963.0,975.0499877929688,975.0499877929688,2044733
2022-02-11,956.5,976.0499877929688,953.0,958.5,958.5,1292417
2022-02-14,947.0,962.9000244140625,938.8499755859375,954.9000244140625,954.9000244140625,2346622
2022-02-15,916.5499877929688,938.7999877929688,912.2999877929688,921.8499755859375,921.8499755859375,8304774
2022-02-16,938.0,940.25,920.0999755859375,933.0999755859375,933.0999755859375,2480569
2022-02-17,934.7999877929688,955.5,925.7000122070312,928.2000122070312,928.2000122070312,2843010
2022-02-18,927.5,929.8499755859375,903.0499877929688,909.0999755859375,909.0999755859375,3643338
2022-02-21,903.0999755859375,913.7000122070312,896.0,907.25,907.25,1860041
2022-02-22,893.2000122070312,918.0,890.75,913.4000244140625,913.4000244140625,1884736
2022-02-23,915.25,921.2999877929688,910.25,914.9000244140625,914.9000244140625,1399309
2022-02-24,899.7999877929688,908.75,888.1500244140625,895.7999877929688,895.7999877929688,2003438
2022-02-25,903.0,926.7000122070312,890.9500122070312,923.6500244140625,923.6500244140625,2825642
2022-02-28,920.0499877929688,929.9500122070312,911.0,925.0499877929688,925.0499877929688,1534018
