Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,7420.0,7605.9501953125,7420.0,7523.89990234375,7523.89990234375,456599
2022-01-04,7600.0,7649.0,7520.0,7630.10009765625,7630.10009765625,495182
2022-01-05,7624.85009765625,7808.0,7605.60009765625,7775.35009765625,7775.35009765625,710043
2022-01-06,7782.0,7899.4501953125,7683.9501953125,7882.10009765625,7882.10009765625,739981
2022-01-07,7882.10009765625,7944.7998046875,7835.5,7906.0,7906.0,523116
2022-01-10,7950.0,8232.0,7924.14990234375,8125.60009765625,8125.60009765625,827930
2022-01-11,8100.0,8162.4501953125,8069.2998046875,8143.85009765625,8143.85009765625,688923
2022-01-12,8200.0,8200.0,8115.0,8170.75,8170.75,288174
2022-01-13,8175.0,8260.0,7952.0,8077.0498046875,8077.0498046875,684931
2022-01-14,7951.0,8145.0,7951.0,8084.2001953125,8084.2001953125,299536
2022-01-17,8124.7998046875,8368.900390625,8100.10009765625,8265.5,8265.5,862249
2022-01-18,8248.9501953125,8248.9501953125,7891.5,7915.14990234375,7915.14990234375,785199
2022-01-19,7929.0,8060.0,7860.0,8015.7001953125,8015.7001953125,681632
2022-01-20,8000.0,8140.0,7997.5498046875,8036.35009765625,8036.35009765625,522850
2022-01-21,7970.0,8244.0,7856.0498046875,8189.60009765625,8189.60009765625,1041476
2022-01-24,8189.0,8332.7998046875,7952.7998046875,8052.2998046875,8052.2998046875,1153538
2022-01-25,7990.0,8664.0,7887.89990234375,8602.599609375,8602.599609375,2162832
2022-01-27,8656.0,8971.650390625,8400.0498046875,8820.2001953125,8820.2001953125,2899559
2022-01-28,8795.0,8930.0,8522.349609375,8550.9501953125,8550.9501953125,1045088
2022-01-31,8625.0,8720.0,8552.7998046875,8597.2998046875,8597.2998046875,561419
2022-02-01,8693.0,8790.7998046875,8351.0,8559.400390625,8559.400390625,819689
2022-02-02,8579.7001953125,8683.0,8440.25,8515.25,8515.25,580433
2022-02-03,8550.0,8798.0,8522.7001953125,8593.650390625,8593.650390625,810019
2022-02-04,8639.900390625,8680.0,8492.099609375,8550.5498046875,8550.5498046875,404421
2022-02-07,8545.0,8615.0,8400.0,8511.650390625,8511.650390625,446099
2022-02-08,8616.7001953125,8789.099609375,8436.0498046875,8599.4501953125,8599.4501953125,998182
2022-02-09,8622.0,8989.7998046875,8622.0,8949.4501953125,8949.4501953125,1403525
2022-02-10,9050.0,9050.0,8789.900390625,8805.4501953125,8805.4501953125,811887
2022-02-11,8738.0,8865.0,8673.2998046875,8737.150390625,8737.150390625,671572
2022-02-14,8500.0,8615.0498046875,8325.0,8366.400390625,8366.400390625,995540
2022-02-15,8410.0,8664.25,8356.5,8622.7001953125,8622.7001953125,682766
2022-02-16,8720.0,8736.400390625,8544.0,8582.9501953125,8582.9501953125,422704
2022-02-17,8575.0,8658.2998046875,8525.0,8552.4501953125,8552.4501953125,305313
2022-02-18,8550.0,8645.9501953125,8520.0498046875,8569.099609375,8569.099609375,385273
2022-02-21,8544.0498046875,8724.25,8443.599609375,8612.7001953125,8612.7001953125,626049
2022-02-22,8495.0,8659.7998046875,8384.849609375,8622.7998046875,8622.7998046875,620828
2022-02-23,8690.0,8789.9501953125,8655.2001953125,8698.849609375,8698.849609375,557954
2022-02-24,8402.0,8587.25,8155.0,8210.150390625,8210.150390625,947351
2022-02-25,8260.0,8466.0,8209.5498046875,8356.099609375,8356.099609375,1344343
2022-02-28,8300.0,8339.9501953125,8114.10009765625,8314.150390625,8314.150390625,961303
